TRA_ID;TRA_CODIGO;TRA_LICENCIA;TRA_PROCEDENCIA;TRA_TIPOINTERNO;TRA_INFO;TRA_ULTIMOCAMBIO;TRA_ULTIMOCAMBIO_USU_ID
249;9056A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
250;B4AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
251;854B0B0A00000000;NULL;NULL;NULL;NULL;NULL;NULL
252;72A8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
253;2CAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
254;1CAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
255;87ADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
256;2156A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
257;9B54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
258;CFAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
259;0AADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
260;1856A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
261;DA56A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
262;AFA8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
263;02ADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
264;9EAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
265;15A8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
266;4D54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
267;A754A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
268;99A8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
269;74ACA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
270;2756A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
271;D2A9A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
272;BCAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
273;B855A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
274;A6AEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
275;2655A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
276;9456A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
277;0056A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
278;3657A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
279;AD54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
280;99ACA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
281;D256A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
282;1AAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
283;FDAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
284;5456A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
285;19ADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
286;CAAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
287;B0AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
288;2CAAA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
289;B355A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
290;D1AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
291;CCAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
292;3FAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
293;0D57A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
294;1055A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
295;CAAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
296;ED54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
297;56AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
298;F2A8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
299;8DAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
300;7AADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
301;6A54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
302;CAACA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
303;F4AEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
304;65AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
305;9F89960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
306;918D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
307;2289960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
308;518B960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
309;7BACA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
310;9E54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
311;7F54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
312;29AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
313;CFAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
314;EA54A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
315;07ADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
316;EEAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
317;4854A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
318;CBADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
319;3EAEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
320;3855A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
321;5FADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
322;53A8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
323;8EAFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
324;D254A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
325;7455A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
326;0CA8A70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
327;B3AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
328;85AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
329;82AFA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
330;D1AEA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
331;B256A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
332;F755A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
333;A8ACA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
334;22ADA70A00000000;NULL;NULL;NULL;NULL;NULL;NULL
335;6656A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
336;5756A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
337;A254A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
338;F289960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
339;5A8A960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
340;698B960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
341;B488960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
342;4289960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
343;3089960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
344;B48B960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
345;5F8F960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
346;478A960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
347;298D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
348;2D8F960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
349;DB87960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
350;EE8B960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
351;278C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
352;6F8E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
353;A08C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
354;6F89960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
355;9D8E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
356;308D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
357;C557A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
358;258E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
359;148C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
360;EA89960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
361;BD8A960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
362;FD8C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
363;B68E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
364;618C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
365;1E8E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
366;4B8D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
367;5A8E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
368;7A8D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
369;2389960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
370;BD8E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
371;5A8C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
372;268B960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
373;E98D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
374;DA89960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
375;CB8B960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
376;4F8A960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
377;8B8D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
378;308E960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
379;978D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
380;A58A960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
381;0F8C960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
382;678D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
383;668D960A00000000;NULL;NULL;NULL;NULL;NULL;NULL
384;DD57A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
385;8357A60A00000000;NULL;NULL;NULL;NULL;NULL;NULL
